title,condition,fuel,odometer,title status,transmission,url,price,cylinders,drive,paint color,size,type,VIN,brand
2010 ferrari california,excellent,gas,32000,clean,automatic,https://newjersey.craigslist.org/cto/d/wood-ridge-2010-ferrari-california/7688517647.html,90000,,,,,,,ferrari
2017 dodge durango gt,good,gas,156000,clean,automatic,https://newjersey.craigslist.org/cto/d/caldwell-2017-dodge-durango/7688516595.html,10500,6 cylinders,4wd,black,full-size,SUV,,dodge
2009 ford explorer xlt 4wd,good,gas,95895,clean,automatic,https://newjersey.craigslist.org/cto/d/wayne-2009-ford-explorer-xlt-4wd-sport/7688515214.html,7500,6 cylinders,4wd,black,,,,ford
2018 BMW X1,,gas,50570,clean,,https://newjersey.craigslist.org/ctd/d/woodbury-2018-bmw-x1-xdrive28i/7688496382.html,20995,,,blue,full-size,SUV,WBXHT3C37J5F92685,bmw
2019 ACURA TLX,,gas,37111,clean,,https://newjersey.craigslist.org/ctd/d/woodbury-2019-acura-tlx-35l-technology/7688489328.html,27495,,fwd,black,,sedan,19UUB2F68KA007621,acura
2017 FORD F-350,,other,186292,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-ford-350-f350-350-sd-king/7688488501.html,39995,,4wd,white,,pickup,1FT8W3B61HED14422,ford
2015 CHEVROLET SUBURBAN,,other,160898,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2015-chevrolet-chevy-suburban/7688483629.html,24995,,4wd,black,,SUV,1GNSKKKC9FR204698,chevrolet
2004 Mack CV713,,diesel,650000,clean,manual,https://newjersey.craigslist.org/cto/d/gloucester-city-2004-mack-granite-cv713/7688482916.html,49500,,,,,,,
2020 BMW 330I,,gas,57705,clean,,https://newjersey.craigslist.org/ctd/d/woodbury-2020-bmw-series-330i-xdrive/7688481528.html,27495,,rwd,blue,compact,sedan,3MW5R7J0XL8B06465,bmw
2015 ford edge sel,excellent,gas,94217,clean,automatic,https://newjersey.craigslist.org/cto/d/2015-ford-edge-sel-awd-crossover-suv/7688481126.html,12400,4 cylinders,4wd,silver,mid-size,SUV,,ford
2013 FORD F-450,,other,189438,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2013-ford-450-sd-lariat-crew/7688478145.html,36995,,4wd,black,,pickup,1FT8W4DT9DEA47288,ford
2008 cadillac srx ford dodge chevy,,gas,170000,clean,automatic,https://newjersey.craigslist.org/cto/d/newark-2008-cadillac-srx-sport-utility/7688476417.html,2000,,rwd,,,,,cadillac
2016 LAND ROVER RANGE ROVER,,gas,62416,clean,,https://newjersey.craigslist.org/ctd/d/woodbury-2016-land-rover-range-rover/7688472428.html,35995,,,black,,SUV,SALGS2EF9GA293153,land rover
2011 CHEVROLET SILVERADO,,diesel,226993,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2011-chevrolet-chevy-silverado/7688472432.html,19995,,4wd,black,,pickup,1GC5K1C87BZ205661,chevrolet
2017 FORD F-250,,other,57017,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-ford-250-f250-250-sd-xlt/7688465086.html,42995,,4wd,,,pickup,1FT7W2B62HEC35587,ford
2019 Toyota Prius XLE AWD Hybrid,excellent,hybrid,68000,clean,automatic,https://newjersey.craigslist.org/cto/d/dumont-2019-toyota-prius-xle-awd-hybrid/7688461285.html,19500,,,silver,,,,toyota
2019 LAND ROVER RANGE ROVER,,gas,47000,clean,,https://newjersey.craigslist.org/ctd/d/woodbury-2019-land-rover-range-rover/7688461170.html,60995,,,black,,SUV,SALGS2RE5KA557687,land rover
2014 HYUNDAI TUCSON,,gas,174206,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2014-hyundai-tucson-gls/7688457040.html,8995,,fwd,black,,SUV,KM8JT3AF9EU950000,hyundai
2013 INFINITI QX56,,gas,104804,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2013-infiniti-qx56-4x4-navi/7688448129.html,24495,,4wd,white,,SUV,JN8AZ2NE4D9042400,infiniti
2008 jeep wrangler,good,gas,175000,clean,automatic,https://newjersey.craigslist.org/cto/d/parsippany-jeep-for-sale/7688446284.html,14500,6 cylinders,4wd,black,full-size,,,jeep
2019 Land Rover Range Rover Sport,,gas,74951,clean,automatic,https://newjersey.craigslist.org/ctd/d/lodi-stop-in-or-call-us-for-more/7688440812.html,37450,6 cylinders,4wd,black,,other,SALWR2RV1KA420236,land rover
2019 bluebird bus,,diesel,70000,clean,automatic,https://newjersey.craigslist.org/cto/d/elmwood-park-2019-school-bus/7688440097.html,100000,,,,,,,
2017 RAM 1500,,gas,129795,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-ram-1500-big-horn-4x4/7688439477.html,25345,,4wd,brown,,pickup,1C6RR7GT7HS507247,ram
2012 jeep compass limited,excellent,gas,119968,clean,automatic,https://newjersey.craigslist.org/cto/d/pompton-lakes-2012-jeep-compass-limited/7688437619.html,6995,4 cylinders,4wd,silver,,SUV,,jeep
2015 honda civic lx,good,gas,130800,clean,manual,https://newjersey.craigslist.org/cto/d/lafayette-2015-honda-civic-lx-sedan-door/7688436952.html,8999,4 cylinders,fwd,black,compact,sedan,,honda
2014 hyundai genesis coupe 2.0t,good,gas,148000,clean,automatic,https://newjersey.craigslist.org/cto/d/fairfield-2014-hyundai-genesis-coupe-20t/7688430480.html,9995,,,white,,coupe,KMHHT6KD9EU114314,hyundai
2007 toyota prius,excellent,hybrid,207000,clean,automatic,https://newjersey.craigslist.org/cto/d/paterson-2007-toyota-prius-hybrid/7688428791.html,3950,4 cylinders,rwd,,,,,toyota
2010 nissan rogue awd,excellent,gas,135000,clean,automatic,https://newjersey.craigslist.org/cto/d/paterson-2010-nissan-rogue-awd/7688427913.html,3950,4 cylinders,4wd,,,,,nissan
2013 mazda mazda3 s grand touring,like new,gas,145853,clean,manual,https://newjersey.craigslist.org/ctd/d/paterson-2013-mazda-mazda3-grand/7688423357.html,5995,,,white,,hatchback,,mazda
2017 Chevrolet Impala LT,like new,gas,124815,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-chevrolet-impala-lt/7688421905.html,10995,,,black,,sedan,,chevrolet
2008 Hyundai Sonata Limited,like new,gas,166000,clean,automatic,https://newjersey.craigslist.org/cto/d/totowa-2008-hyundai-sonata-limited/7688420215.html,4495,,,,,,,hyundai
2017 Toyota Corolla iM,good,gas,38326,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2017-toyota-corolla-im-6m/7688419234.html,16900,4 cylinders,fwd,blue,,hatchback,JTNKARJE5HJ551885,toyota
2007 honda accord ex-l v6,excellent,gas,150000,clean,automatic,https://newjersey.craigslist.org/cto/d/wyckoff-2007-honda-accord-v6-exl-fully/7688419113.html,5900,6 cylinders,fwd,grey,mid-size,coupe,,honda
2017 Chevrolet Impala LT,like new,gas,124000,clean,automatic,https://newjersey.craigslist.org/cto/d/totowa-2017-chevrolet-impala-lt/7688419011.html,10995,,,,,,,chevrolet
2020 Subaru Forester,good,gas,40021,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2020-subaru-forester-sport/7688418722.html,24500,4 cylinders,4wd,grey,full-size,SUV,JF2SKAJC4LH539357,subaru
2018 Subaru Crosstrek,good,gas,105261,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2018-subaru-crosstrek-20i-cvt/7688418214.html,16200,4 cylinders,4wd,black,full-size,SUV,JF2GTAAC2JH254026,subaru
2013 mazda mazda3 s grand touring,like new,gas,145000,clean,manual,https://newjersey.craigslist.org/cto/d/totowa-2013-mazda-mazda3-grand-touring/7688418047.html,5995,,,,,,,mazda
2010 hyundai santa fe,good,gas,139000,clean,automatic,https://newjersey.craigslist.org/cto/d/wyckoff-2010-hyundai-santa-fe-4cyl-auto/7688417869.html,6500,4 cylinders,4wd,silver,mid-size,SUV,,hyundai
2017 Honda Accord,good,gas,48443,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2017-honda-accord-touring-v6/7688417775.html,21800,6 cylinders,fwd,black,mid-size,coupe,1HGCT2B08HA006617,honda
2019 Subaru Crosstrek,good,gas,45485,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2019-subaru-crosstrek-20i/7688417305.html,21700,4 cylinders,4wd,white,full-size,SUV,JF2GTAEC7KH396576,subaru
2014 audi a7 3.0t premium quattro,excellent,diesel,112000,clean,automatic,https://newjersey.craigslist.org/cto/d/wyckoff-2014-audi-a7-turbo-diesel-fully/7688416994.html,16900,6 cylinders,4wd,white,mid-size,sedan,,audi
2019 Honda Civic,good,gas,49794,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2019-honda-civic-sport-cvt/7688416843.html,21500,4 cylinders,fwd,black,,hatchback,SHHFK7H44KU412297,honda
2012 vw jetta se,good,gas,130000,clean,automatic,https://newjersey.craigslist.org/cto/d/wyckoff-2012-vw-jetta-25-se-sedan-auto/7688416737.html,4700,4 cylinders,fwd,red,compact,sedan,,
2015 MERCEDES-BENZ C-CLASS,,gas,76919,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2015-mercedes-benz-300-4matic/7688416477.html,16985,,,black,compact,sedan,55SWF4KB5FU068091,mercedes-benz
2010 honda crv lx,excellent,gas,190000,rebuilt,automatic,https://newjersey.craigslist.org/cto/d/wyckoff-2010-honda-crv-lx-rear-view/7688416303.html,5900,4 cylinders,4wd,blue,compact,SUV,,honda
2015 Subaru Impreza,good,gas,103408,clean,other,https://newjersey.craigslist.org/ctd/d/peekskill-2015-subaru-impreza-20i-sport/7688416279.html,13600,4 cylinders,4wd,blue,,wagon,JF1GPAT65FG275868,subaru
2022 Toyota RAV4,good,gas,22461,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2022-toyota-rav4-le/7688415743.html,27000,4 cylinders,fwd,grey,full-size,SUV,2T3H1RFV9NW210400,toyota
2015 Kia Sportage,good,gas,71623,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2015-kia-sportage-lx-awd/7688415208.html,13500,4 cylinders,4wd,red,full-size,SUV,KNDPBCAC3F7732870,kia
2018 Subaru Forester,good,gas,117725,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2018-subaru-forester-25i/7688414652.html,15500,4 cylinders,4wd,white,full-size,SUV,JF2SJAEC9JH520488,subaru
1997 Dodge Ram 2500,good,gas,58825,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-1997-dodge-ram-2500-lt-hd-reg/7688414129.html,16500,10 cylinders,4wd,green,full-size,truck,1B7KF26W9VJ598749,ram
2013 Honda Accord,good,gas,91120,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2013-honda-accord-ex-sedan-cvt/7688413651.html,13800,4 cylinders,fwd,green,,sedan,1HGCR2F76DA152725,honda
2004 Toyota Sienna CE,good,gas,193000,clean,automatic,https://newjersey.craigslist.org/cto/d/hawthorne-04-toyota-sienna-ce/7688413180.html,4250,6 cylinders,fwd,silver,mid-size,mini-van,,toyota
2009 Volkswagen Passat,,gas,94565,clean,automatic,https://newjersey.craigslist.org/ctd/d/spotswood-2009-volkswagen-passat/7688410131.html,7200,4 cylinders,fwd,white,,sedan,WVWJK73C39P040882,volkswagen
2005 Honda CR-V,,gas,159076,clean,automatic,https://newjersey.craigslist.org/ctd/d/spotswood-2005-honda-cr-ex-awd-4dr-suv/7688410076.html,5500,4 cylinders,4wd,,,SUV,SHSRD78835U345135,honda
2018 Dodge Durango GT,excellent,gas,19000,clean,automatic,https://newjersey.craigslist.org/ctd/d/passaic-2018-dodge-durango-gt/7688409980.html,999,6 cylinders,4wd,,,SUV,1C4RDJDG1JC415448,dodge
2010 Chevrolet Camaro,good,gas,66232,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2010-chevrolet-camaro-1ss/7688409777.html,18300,8 cylinders,rwd,custom,mid-size,coupe,2G1FJ1EJ6A9224422,chevrolet
2001 Dodge Stratus,good,gas,91000,clean,automatic,https://newjersey.craigslist.org/cto/d/maywood-2001-dodge-stratus-low-miles/7688408985.html,2250,4 cylinders,fwd,,mid-size,sedan,,dodge
2017 Jeep Wrangler,good,gas,55393,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2017-jeep-wrangler-sport-4wd/7688407591.html,24500,6 cylinders,4wd,black,full-size,SUV,1C4AJWAG1HL549085,jeep
2016 Honda Accord,good,gas,101932,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2016-honda-accord-sport-sedan/7688405859.html,15800,4 cylinders,fwd,red,,sedan,1HGCR2F59GA134383,honda
2016 Acura MDX,good,gas,98659,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2016-acura-mdx-sh-awd-spd-at/7688405829.html,18500,6 cylinders,4wd,grey,full-size,SUV,5FRYD4H45GB030675,acura
2013 Honda Accord,good,gas,97691,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2013-honda-accord-ex-sedan-cvt/7688405755.html,14200,4 cylinders,fwd,grey,,sedan,1HGCR2F85DA115853,honda
2017 Subaru Outback,good,gas,120093,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2017-subaru-outback-25i/7688405557.html,16400,4 cylinders,4wd,white,,wagon,4S4BSATC5H3280387,subaru
2010 Nissan Sentra,good,gas,56769,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2010-nissan-sentra-20-sl/7688405544.html,8150,4 cylinders,fwd,grey,,sedan,3N1AB6AP8AL646536,nissan
2013 Honda Fit,good,gas,92868,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2013-honda-fit-sport-speed-at/7688405302.html,9150,4 cylinders,fwd,grey,,hatchback,JHMGE8H59DC009149,honda
2018 Tesla Model 3 Long Range,,electric,88000,clean,automatic,https://newjersey.craigslist.org/cto/d/newark-2020-tesla-model-long-range/7688404904.html,27600,,,,,,,tesla
2019 Subaru Impreza,good,gas,119450,clean,automatic,https://newjersey.craigslist.org/ctd/d/peekskill-2019-subaru-impreza-20i-door/7688404894.html,14875,4 cylinders,4wd,grey,,sedan,4S3GKAB61K3602259,subaru
2019 RAM 1500,,gas,94380,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2019-ram-1500-big-horn-lone/7688400338.html,25985,,4wd,green,,pickup,1C6RRFFGXKN756372,ram
2012 chevrolet express 3500 12' box,,gas,214620,clean,automatic,https://newjersey.craigslist.org/ctd/d/branchville-stock-chevrolet-express-3500/7688398709.html,9500,,,,,,,chevrolet
2015 TOYOTA SIENNA,,gas,136010,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-toyota-sienna-xle-fwd/7688397447.html,15993,,fwd,black,,mini-van,5TDYK3DC9FS583676,toyota
2014 MITSUBISHI OUTLANDER,,gas,127588,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2014-mitsubishi-outlander-gt/7688397395.html,9993,,4wd,white,,SUV,JA4JZ4AX1EZ010630,mitsubishi
2013 MERCEDES-BENZ E-CLASS,,gas,79596,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2013-mercedes-benz-class-e350/7688397348.html,12993,,,black,,sedan,WDDHF8JB0DA697837,mercedes-benz
2015 HONDA ACCORD,,gas,128262,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-honda-accord-sport-sedan/7688397245.html,10993,,,black,,sedan,1HGCR2F55FA058787,honda
2015 GMC ACADIA,,gas,95485,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-gmc-acadia-denali-awd/7688397170.html,17993,,,white,,SUV,1GKKVTKD1FJ311620,gmc
2015 FORD EXPLORER,,gas,112329,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-ford-explorer-xlt-4wd/7688397114.html,15993,,,white,,SUV,1FM5K8D86FGA60617,ford
2018 HONDA ACCORD,,gas,26486,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2018-honda-accord-lx-cvt/7688397024.html,19993,,fwd,black,full-size,sedan,1HGCV1F18JA266397,honda
2013 FORD FUSION,,gas,122254,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2013-ford-fusion-se/7688396967.html,7993,,,red,,sedan,3FA6P0HR6DR387075,ford
2015 FORD EXPLORER,,gas,120127,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-ford-explorer-limited/7688396862.html,13993,,,,,SUV,1FM5K8F82FGA65892,ford
2015 NISSAN PATHFINDER,,gas,104215,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-nissan-pathfinder-sv-4wd/7688396798.html,12999,,4wd,black,,SUV,5N1AR2MM4FC710749,nissan
2017 NISSAN MAXIMA,,gas,99239,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2017-nissan-maxima-35-sv/7688396744.html,12993,,fwd,,,sedan,1N4AA6AP9HC377569,nissan
2018 NISSAN ALTIMA,,gas,109740,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2018-nissan-altima-25-sv/7688396686.html,11993,,fwd,silver,,sedan,1N4AL3AP2JC282513,nissan
2016 HYUNDAI SONATA,,gas,87492,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2016-hyundai-sonata-se/7688396624.html,9993,,,black,,sedan,5NPE24AFXGH268562,hyundai
2015 CADILLAC ATS,,gas,121054,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-cadillac-ats-20l-turbo/7688396576.html,9993,,rwd,white,compact,sedan,1G6AB5RX8F0105537,cadillac
2013 TOYOTA VENZA,,gas,127365,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2013-toyota-venza-le-i4-fwd/7688396528.html,10993,,4wd,black,,SUV,4T3ZA3BB8DU078578,toyota
2020 HYUNDAI ELANTRA,,gas,110070,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2020-hyundai-elantra-se-6m/7688396475.html,12993,,fwd,silver,,sedan,KMHD74LF6LU083348,hyundai
2012 LEXUS RX,,gas,110143,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2012-lexus-rx-350-awd/7688396390.html,13993,,4wd,,,SUV,2T2BK1BA0CC131420,lexus
2014 MINI COUNTRYMAN,,gas,56919,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2014-mini-countryman-all4/7688396341.html,12993,,,black,compact,SUV,WMWZC5C58EWP37712,mini
2015 NISSAN SENTRA,,gas,113941,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2015-nissan-sentra-sr/7688396264.html,8993,,fwd,silver,,sedan,3N1AB7AP2FY275440,nissan
1999 Ford f150 stx,excellent,gas,176000,clean,automatic,https://newjersey.craigslist.org/cto/d/englewood-2010-ford-f150-stx-4x4/7688396262.html,6995,6 cylinders,4wd,,,,,ford
2014 TOYOTA CAMRY,,gas,106440,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2014-toyota-camry-le/7688396203.html,10993,,fwd,black,,sedan,4T1BF1FK1EU307601,toyota
2012 chevy caprice,good,gas,103900,clean,automatic,https://newjersey.craigslist.org/cto/d/newark-rare-2012-chevy-caprice/7688395739.html,6499,8 cylinders,4wd,white,full-size,sedan,,chevy
2011 nissan xterra 4x4,like new,gas,159000,clean,automatic,https://newjersey.craigslist.org/ctd/d/bergenfield-nissan-xterra-4x4/7688395040.html,5000,6 cylinders,4wd,,,SUV,,nissan
2009 nissan maxima 3.5 sv,good,gas,168000,clean,automatic,https://newjersey.craigslist.org/cto/d/union-2009-nissan-maxima/7688394662.html,2499,6 cylinders,fwd,green,compact,,,nissan
2011 nissan altima 2.5 s,like new,gas,139000,clean,automatic,https://newjersey.craigslist.org/ctd/d/newark-nissan-xterra-25-coupe/7688390943.html,4000,4 cylinders,fwd,,,coupe,,nissan
2005 nissan sentra,excellent,gas,18795,clean,automatic,https://newjersey.craigslist.org/cto/d/wayne-2005-nissan-sentra/7688390869.html,7500,,,black,,,,nissan
2015 ACURA TLX,,gas,107002,clean,automatic,https://newjersey.craigslist.org/ctd/d/jersey-city-2015-acura-tlx-4dr-sedan/7688387684.html,14295,,fwd,black,,sedan,19UUB1F3XFA013717,acura
2017 JAGUAR F-PACE,,gas,94288,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-jaguar-pace-prestige-pmts/7688381756.html,19985,,,silver,,SUV,SADCK2BV6HA881695,jaguar
2022 honda cr-v ex-l,excellent,gas,26350,rebuilt,automatic,https://newjersey.craigslist.org/ctd/d/2022-honda-cr-exl/7688380374.html,26900,4 cylinders,4wd,silver,mid-size,SUV,2HKRW2H82NH627594,honda
2023 honda odyssey sport,excellent,gas,9500,rebuilt,automatic,https://newjersey.craigslist.org/ctd/d/2023-honda-odyssey-sport/7688380008.html,33900,6 cylinders,fwd,black,full-size,mini-van,5FNRL6H78PB003288,honda
2017 ram 1500,excellent,gas,89000,salvage,automatic,https://newjersey.craigslist.org/cto/d/wyckoff-2017-ram-1500-big-horn/7688378939.html,22500,8 cylinders,4wd,grey,,,,ram
2004 freightliner 112,,diesel,762000,clean,manual,https://newjersey.craigslist.org/cto/d/clinton-car-carrier/7688366846.html,15500,,,white,,,,
2019 dodge grand caravan,excellent,gas,75600,rebuilt,automatic,https://newjersey.craigslist.org/cto/d/montclair-2019-dodge-grand-caravan-gt/7688363740.html,10500,,,,,,,dodge
2017 NISSAN PATHFINDER,,gas,97640,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-nissan-pathfinder-sv-pmts/7688363632.html,13885,,4wd,silver,,SUV,5N1DR2MM7HC658534,nissan
2008 Chevy,,gas,300000,clean,automatic,https://newjersey.craigslist.org/cto/d/lodi-2008-chevy-suburban/7688361749.html,3500,,,,,,,chevy
2018 honda civic lx,,gas,88465,clean,manual,https://newjersey.craigslist.org/ctd/d/newark-2018-honda-civic-lx/7688360838.html,13300,,,,,,,honda
2009 hyundai genesis 3.8l,good,gas,101082,clean,automatic,https://newjersey.craigslist.org/cto/d/ogdensburg-2009-genesis/7688356799.html,6500,6 cylinders,rwd,black,mid-size,sedan,,hyundai
2017 Dodge Durango GT,excellent,gas,44000,clean,automatic,https://newjersey.craigslist.org/ctd/d/passaic-2017-dodge-durango-gt/7688349687.html,999,6 cylinders,4wd,,,SUV,1C4RDJDG2HC871517,dodge
2018 AUDI Q3,,gas,78290,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2018-audi-q3-premium-plus-pmts/7688344066.html,18695,,,white,compact,SUV,WA1JCCFS3JR011636,audi
1993 buick roadmaster estate wagon,good,gas,165000,clean,automatic,https://newjersey.craigslist.org/cto/d/jersey-city-1993-buick-roadmaster/7688343434.html,5900,8 cylinders,rwd,black,full-size,wagon,1G4BR8370PW403839,buick
2017 AUDI Q7,,gas,78825,clean,automatic,https://newjersey.craigslist.org/ctd/d/jersey-city-2017-audi-q7-20-tfsi/7688337262.html,20874,,,white,,SUV,WA1AHAF7XHD043055,audi
2020 Honda Accord Sedan Sport 15T,excellent,gas,75825,,automatic,https://newjersey.craigslist.org/ctd/d/newark-2020-honda-accord-sedan-sport/7688336549.html,368,4 cylinders,,,,sedan,1HGCV1F36LA037933,honda
2017 BMW 7 Series 750i xDrive Sedan,excellent,gas,74692,,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2017-bmw-series-750i-750-750/7688336425.html,0,8 cylinders,4wd,,,sedan,WBA7F2C55HG422152,bmw
2019 Honda Pilot EX-L AWD,excellent,gas,43768,,automatic,https://newjersey.craigslist.org/ctd/d/newark-995-down-honda-pilot-exl-awd-ex/7688336328.html,995,6 cylinders,4wd,,,SUV,5FNYF6H58KB070337,honda
2014 2014 ford focus,,gas,172000,clean,automatic,https://newjersey.craigslist.org/cto/d/north-bergen-2014-ford-focus-excellent/7688331250.html,5500,4 cylinders,fwd,grey,compact,sedan,,ford
2007 mercedes benz ml350,good,gas,158000,clean,automatic,https://newjersey.craigslist.org/cto/d/glen-rock-2007-mercedes-benz-ml350/7688327101.html,2700,6 cylinders,4wd,grey,,,,
2016 mack pinnacle cxu613,,diesel,373969,clean,manual,https://newjersey.craigslist.org/cto/d/hackensack-2016-mack-pinnacle/7688322405.html,42500,,,,,,1M1AW07Y9GM077628,
2016 JEEP CHEROKEE,,gas,89121,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2016-jeep-cherokee-latitude/7688321052.html,13695,,4wd,,,SUV,1C4PJMCS2GW104318,jeep
2006 Honda Pilot,good,gas,249000,clean,automatic,https://newjersey.craigslist.org/cto/d/north-arlington-2006-honda-pilot/7688317912.html,3300,6 cylinders,4wd,white,full-size,SUV,,honda
2022 International MV607,excellent,gas,131991,clean,automatic,https://newjersey.craigslist.org/ctd/d/lakewood-2022-international-mv607-with/7688312313.html,114950,6 cylinders,rwd,white,full-size,truck,,
2012 kia optima ex,like new,gas,147000,clean,automatic,https://newjersey.craigslist.org/ctd/d/clifton-kia-optima-ex/7688311032.html,6000,4 cylinders,fwd,,,sedan,,kia
2009 bmw 135i convertible,like new,gas,124300,clean,automatic,https://newjersey.craigslist.org/cto/d/belleville-2009-bmw-135i-package/7688309657.html,9999,6 cylinders,rwd,blue,,,,bmw
2013 nissan xterra 4x4,like new,gas,170000,clean,automatic,https://newjersey.craigslist.org/ctd/d/totowa-nissan-xterra-4x4/7688305894.html,5500,6 cylinders,4wd,,,SUV,,nissan
2011 chevrolet traverse lt awd,like new,gas,129000,clean,automatic,https://newjersey.craigslist.org/ctd/d/passaic-chevrolet-traverse-lt-awd/7688303695.html,6000,6 cylinders,,,,SUV,,chevrolet
2019 infinity q50,like new,gas,80000,clean,automatic,https://newjersey.craigslist.org/cto/d/lakewood-infinity-q50-30t-lux-awd-fast/7688300530.html,19900,6 cylinders,4wd,grey,compact,sedan,,
2017 hyundai sonata base,like new,gas,100000,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-hyundai-sonata-base/7688299853.html,9000,4 cylinders,fwd,,,sedan,,hyundai
2004 mercedes benz s550,,gas,130000,clean,automatic,https://newjersey.craigslist.org/cto/d/rahway-2004-mercedes-bens-s500/7688298052.html,4500,,,,,,,
2008 honda ridgeline rts,like new,gas,166000,clean,automatic,https://newjersey.craigslist.org/ctd/d/bloomfield-honda-ridgeline-rts-4x4/7688298046.html,6500,6 cylinders,4wd,,,pickup,,honda
2016 RAM PROMASTER 2500,,gas,100547,clean,automatic,https://newjersey.craigslist.org/ctd/d/paterson-2016-ram-promaster-high-pmts/7688297534.html,23885,,fwd,white,,van,3C6TRVDG3GE110296,ram
2012 kia optima lx,like new,gas,122000,clean,automatic,https://newjersey.craigslist.org/ctd/d/kia-optima-lx/7688295552.html,6500,4 cylinders,fwd,,,sedan,,kia
2007 volkswagen jetta,,gas,145000,clean,automatic,https://newjersey.craigslist.org/cto/d/garfield-2007-volkswagen-jetta/7688291190.html,2800,,,,,,,volkswagen
2004 toyota highlander limited awd,like new,gas,130000,clean,automatic,https://newjersey.craigslist.org/ctd/d/elizabeth-toyota-highlander-limited-awd/7688289615.html,5000,6 cylinders,,,,SUV,,toyota
2013 Nissan Pathfinder,excellent,gas,150000,clean,automatic,https://newjersey.craigslist.org/cto/d/north-bergen-2013-nissan-pathfinder-sv/7688288553.html,6500,6 cylinders,fwd,,,SUV,,nissan
2013 nissan titan sl,fair,gas,223002,clean,automatic,https://newjersey.craigslist.org/cto/d/hibernia-2013-nissan-titan-crew-cab-sl/7688287902.html,6780,8 cylinders,4wd,white,,,,nissan
2009 nissan sentra,good,gas,100000,clean,automatic,https://newjersey.craigslist.org/cto/d/succasunna-mobile-auto-body-repair/7688287289.html,200,4 cylinders,rwd,red,mid-size,hatchback,,nissan
2009 honda accord lx coupe,like new,gas,198000,clean,automatic,https://newjersey.craigslist.org/ctd/d/irvington-2009-honda-accord-lx-coupe/7688286586.html,6500,4 cylinders,fwd,,,coupe,,honda
